Frame,TopLeftCornerX,TopLeftCornerY,Length,Height
7408,160.5,158.5,53,52
7408,225.5,198.5,57,23
7408,346.5,145.5,34,26
7408,375.5,127.5,47,35
7408,423.5,133.5,29,22
7408,451.5,112.5,46,38
7408,507.5,118.5,60,23
7408,564.5,112.5,65,68
7409,193.5,171.5,43,29
7409,243.5,213.5,79,25
7409,402.5,231.5,32,33
7409,582.5,276.5,59,65
7410,46.5,226.5,89,76
7410,175.5,98.5,37,23
7410,350.5,13.5,25,21
7410,611.5,45.5,61,27
7411,156.5,118.5,30,22
7411,243.5,102.5,77,21
7411,419.5,151.5,224,61
7412,0.5,381.5,21,37
7412,15.5,364.5,44,38
7412,35.5,377.5,82,28
7412,62.5,384.5,102,46
7412,178.5,309.5,55,50
7412,229.5,295.5,37,24
7412,306.5,272.5,140,80
7412,351.5,232.5,24,27
7412,382.5,201.5,68,74
7412,440.5,195.5,86,67
7412,457.5,184.5,31,23
7412,463.5,271.5,257,166
7412,535.5,152.5,27,28
7412,557.5,162.5,82,47
7413,119.5,314.5,76,33
7413,640.5,0.5,80,264
7413,689.5,448.5,31,32
7414,124.5,61.5,23,24
7415,166.5,69.5,117,107
7415,224.5,211.5,116,46
7415,241.5,155.5,145,58
7415,299.5,84.5,56,24
7415,340.5,225.5,97,67
7416,71.5,49.5,59,34
7416,219.5,79.5,47,48
7417,53.5,211.5,88,43
7417,144.5,119.5,31,32
7417,192.5,292.5,185,90
7417,286.5,185.5,32,26
7417,376.5,158.5,38,40
7417,419.5,191.5,26,23
7417,563.5,215.5,112,105
7418,359.5,273.5,22,24
7418,527.5,280.5,34,34
7419,408.5,0.5,41,21
7422,149.5,217.5,116,35
7422,163.5,172.5,35,21
7422,308.5,132.5,149,120
7422,411.5,270.5,85,23
7422,480.5,139.5,82,42
7422,609.5,157.5,83,38
7422,670.5,173.5,50,45
7423,72.5,177.5,37,26
7423,120.5,151.5,54,43
7423,444.5,79.5,39,25
7424,216.5,95.5,127,94
7424,306.5,63.5,46,45
7424,344.5,114.5,49,41
7424,469.5,94.5,38,31
7424,639.5,147.5,59,28
7425,164.5,84.5,23,23
7425,668.5,301.5,52,34
7429,367.5,38.5,27,21
7435,134.5,86.5,37,32
7435,194.5,129.5,107,41
7435,223.5,99.5,36,28
7435,470.5,186.5,31,30
7435,516.5,202.5,129,83
7436,561.5,196.5,84,39
7437,0.5,244.5,111,172
7439,311.5,136.5,32,24
7439,661.5,176.5,51,33
7443,32.5,18.5,56,35
7444,0.5,233.5,22,25
7444,8.5,232.5,71,42
7444,163.5,166.5,57,23
7444,256.5,110.5,72,46
7449,221.5,300.5,80,48
7449,300.5,294.5,83,40
7449,572.5,351.5,148,129
7449,624.5,172.5,96,178
7453,0.5,233.5,57,164
7453,163.5,189.5,69,45
7453,213.5,154.5,48,30
7453,452.5,136.5,70,40
7453,614.5,149.5,106,110
7454,0.5,139.5,63,29
7454,97.5,168.5,139,43
7454,427.5,223.5,183,130
7455,58.5,66.5,29,29
7455,131.5,12.5,50,56
7455,187.5,0.5,28,24
7456,429.5,376.5,291,104
7457,6.5,81.5,21,22
7457,143.5,165.5,111,76
7457,289.5,155.5,40,42
7457,349.5,258.5,44,40
7457,367.5,184.5,30,22
7457,386.5,199.5,59,29
7457,389.5,286.5,44,25
7457,430.5,293.5,149,82
7457,434.5,220.5,55,43
7457,495.5,245.5,70,36
7457,588.5,277.5,24,25
7457,613.5,272.5,41,44
7457,651.5,290.5,69,82
7459,241.5,416.5,54,34
7459,426.5,341.5,76,47
7460,0.5,306.5,34,22
7460,31.5,198.5,56,32
7460,162.5,199.5,151,111
7460,535.5,36.5,44,24
7460,636.5,32.5,84,31
7462,520.5,174.5,35,27
7462,595.5,177.5,52,29
7463,0.5,176.5,55,44
7463,236.5,62.5,56,53
7463,525.5,47.5,76,31
7465,0.5,224.5,21,22
7465,246.5,188.5,24,26
7465,407.5,160.5,25,21
7470,79.5,146.5,37,27
7471,15.5,170.5,38,23
7471,106.5,179.5,31,21
7471,190.5,194.5,29,21
7474,621.5,174.5,29,22
7479,0.5,163.5,257,317
7479,80.5,175.5,93,38
7479,170.5,189.5,30,26
7479,215.5,186.5,51,31
7479,239.5,395.5,79,85
7480,516.5,339.5,82,40
7480,591.5,350.5,34,28
7480,640.5,366.5,42,21
7481,609.5,340.5,50,36
7482,0.5,67.5,51,24
7482,28.5,17.5,34,26
7482,75.5,30.5,40,27
7482,127.5,30.5,24,25
7482,394.5,96.5,24,21
7482,512.5,210.5,65,23
7482,681.5,224.5,39,23
7483,365.5,178.5,38,24
7483,423.5,186.5,96,41
7483,693.5,258.5,27,46
7484,220.5,85.5,48,29
7486,400.5,9.5,31,24
7486,457.5,29.5,41,28
7486,551.5,100.5,62,60
7486,637.5,204.5,69,79
7488,107.5,96.5,83,34
7488,202.5,0.5,265,245
7488,549.5,135.5,72,40
7488,634.5,146.5,33,31
7491,222.5,168.5,38,21
7491,257.5,129.5,63,42
7491,422.5,82.5,79,70
7493,485.5,287.5,39,29
7494,0.5,202.5,67,77
7494,229.5,183.5,31,32
7494,254.5,261.5,155,59
7494,262.5,194.5,35,22
7494,289.5,164.5,28,27
7494,319.5,171.5,73,39
7494,394.5,165.5,44,23
7494,440.5,155.5,38,28
7494,507.5,153.5,75,37
7494,525.5,207.5,40,33
7494,603.5,134.5,117,95
7494,644.5,250.5,76,39
7495,414.5,43.5,162,38
7496,681.5,244.5,39,30
7497,580.5,156.5,51,47
7497,658.5,161.5,62,26
7499,283.5,118.5,77,57
7499,366.5,221.5,102,21
7499,372.5,149.5,32,23
7500,0.5,0.5,26,69
7500,189.5,6.5,85,21
7500,526.5,30.5,74,43
7500,574.5,6.5,42,21
7500,612.5,107.5,87,26
7500,634.5,0.5,74,39
7501,356.5,18.5,29,22
7502,381.5,355.5,57,51
7502,513.5,319.5,26,23
7502,697.5,259.5,23,22
7505,351.5,122.5,86,26
7505,593.5,38.5,39,21
7507,0.5,64.5,28,29
7507,63.5,171.5,72,41
7507,457.5,286.5,34,30
7507,593.5,346.5,37,26
7508,557.5,116.5,32,24
7509,466.5,150.5,44,35
7509,607.5,137.5,72,31
7510,7.5,88.5,147,35
7510,249.5,11.5,44,28
7510,635.5,118.5,38,25
7511,42.5,181.5,85,43
7511,88.5,146.5,31,37
7511,112.5,158.5,24,33
7511,234.5,200.5,64,61
7511,441.5,320.5,27,30
7511,676.5,444.5,35,32
7512,6.5,341.5,22,21
7512,32.5,357.5,50,48
7513,29.5,138.5,63,36
7513,102.5,142.5,45,37
7521,31.5,96.5,52,33
7521,106.5,97.5,21,24
7521,253.5,100.5,78,22
7521,301.5,143.5,157,43
7523,218.5,0.5,45,28
7523,493.5,17.5,30,25
7523,585.5,80.5,80,36
7524,72.5,163.5,42,24
7524,181.5,153.5,50,23
7524,448.5,163.5,39,26
7524,503.5,168.5,32,28
7524,579.5,188.5,22,21
7524,653.5,210.5,25,23
7527,25.5,371.5,106,81
7528,343.5,70.5,196,183
7528,517.5,68.5,120,121
7528,599.5,79.5,33,21
7531,401.5,84.5,73,32
7531,475.5,108.5,81,35
7531,525.5,85.5,49,36
7531,627.5,136.5,46,25
7532,166.5,349.5,132,32
7534,0.5,1.5,23,30
7536,680.5,51.5,40,23
7537,169.5,70.5,40,45
7537,203.5,50.5,52,38
7537,479.5,129.5,233,196
7539,171.5,218.5,26,21
7540,113.5,82.5,32,24
7540,265.5,49.5,214,113
7540,419.5,52.5,48,40
7541,465.5,229.5,79,35
7541,521.5,219.5,28,29
7542,0.5,217.5,50,39
7542,467.5,231.5,25,21
7544,362.5,250.5,21,21
7545,164.5,150.5,47,36
7549,0.5,241.5,474,239
7549,380.5,53.5,137,72
7549,543.5,45.5,59,31
7549,546.5,152.5,75,46
7550,76.5,0.5,103,97
7550,173.5,138.5,53,42
7550,290.5,184.5,140,88
7550,300.5,63.5,60,36
7550,526.5,227.5,46,28
7551,234.5,261.5,79,22
7551,540.5,256.5,66,39
7551,559.5,445.5,161,35
7553,0.5,220.5,98,149
7553,10.5,163.5,60,56
7553,200.5,59.5,64,37
7553,341.5,22.5,62,43
7553,398.5,39.5,38,33
7553,444.5,46.5,72,30
7554,156.5,296.5,168,128
7555,51.5,95.5,98,55
7558,5.5,319.5,28,37
7558,271.5,283.5,28,24
7558,326.5,260.5,32,22
7559,96.5,260.5,40,37
7559,205.5,252.5,64,21
7559,389.5,171.5,37,28
7560,469.5,244.5,26,36
7561,9.5,207.5,29,21
7561,310.5,232.5,76,23
7563,128.5,420.5,44,46
7563,195.5,411.5,33,29
7563,215.5,387.5,31,21
7563,225.5,403.5,24,24
7563,243.5,266.5,187,173
7564,0.5,253.5,71,130
7565,237.5,159.5,45,43
7565,694.5,303.5,26,55
7567,223.5,171.5,88,31
7568,0.5,62.5,153,87
7568,74.5,0.5,47,21
7568,75.5,1.5,63,47
7568,248.5,72.5,68,56
7568,370.5,149.5,88,58
7568,458.5,184.5,33,40
7568,546.5,270.5,41,32
7568,683.5,416.5,37,64
7569,564.5,63.5,30,31
7569,673.5,132.5,33,32
7570,122.5,1.5,42,28
7570,356.5,0.5,364,480
7570,513.5,0.5,42,25
7571,0.5,170.5,77,68
7571,0.5,274.5,60,60
7571,90.5,149.5,81,32
7571,159.5,155.5,59,74
7571,176.5,80.5,36,27
7571,214.5,149.5,71,42
7571,283.5,61.5,35,27
7572,6.5,229.5,162,87
7572,235.5,252.5,93,35
7572,314.5,216.5,52,41
7572,371.5,275.5,84,22
7575,255.5,283.5,63,34
7575,323.5,260.5,72,47
7575,391.5,327.5,123,44
7575,506.5,304.5,86,57
7576,208.5,98.5,42,34
7577,0.5,159.5,54,45
7577,14.5,88.5,58,23
7577,109.5,54.5,35,21
7577,139.5,8.5,71,55
7577,312.5,22.5,34,26
7577,459.5,25.5,63,42
7580,295.5,331.5,176,58
7580,440.5,321.5,98,35
7580,624.5,292.5,87,40
7582,516.5,190.5,72,69
7583,624.5,137.5,67,23
7585,217.5,85.5,43,22
7585,530.5,130.5,48,21
7587,19.5,251.5,59,36
7587,78.5,229.5,89,50
7587,215.5,315.5,94,52
7587,360.5,217.5,75,24
7588,0.5,296.5,22,36
7588,89.5,274.5,47,25
7588,568.5,62.5,152,214
7589,40.5,370.5,41,21
7589,211.5,351.5,32,21
7589,314.5,301.5,29,39
7589,333.5,290.5,62,52
7589,422.5,287.5,59,30
7591,127.5,32.5,77,45
7591,199.5,26.5,52,23
7591,442.5,34.5,276,229
7591,686.5,5.5,30,27
7592,0.5,340.5,195,97
7592,249.5,231.5,27,29
7593,648.5,85.5,72,107
7594,356.5,230.5,47,32
7594,403.5,218.5,76,44
7594,485.5,228.5,37,25
7594,554.5,210.5,87,33
7594,644.5,197.5,76,42
7595,362.5,95.5,55,57
7595,526.5,104.5,53,56
7596,95.5,207.5,43,26
7596,202.5,181.5,52,37
7596,269.5,224.5,42,22
7596,276.5,197.5,49,22
7596,580.5,290.5,138,49
7596,640.5,209.5,28,28
7597,82.5,335.5,280,145
7597,389.5,102.5,58,39
7597,578.5,119.5,94,21
7598,187.5,159.5,47,33
7598,418.5,29.5,54,56
7599,69.5,31.5,120,64
7599,342.5,115.5,35,28
7599,456.5,206.5,32,22
7599,534.5,255.5,26,24
7599,608.5,336.5,36,41
7599,627.5,302.5,43,47
7599,653.5,360.5,36,28
7600,253.5,38.5,33,21
7600,440.5,104.5,35,36
7601,654.5,257.5,33,23
7603,139.5,208.5,24,27
7603,634.5,129.5,22,22
7604,0.5,219.5,216,261
7604,545.5,88.5,31,21
7604,665.5,51.5,55,58
7605,0.5,134.5,47,39
7606,0.5,36.5,48,25
7606,217.5,32.5,24,23
7607,573.5,46.5,35,33
7607,665.5,49.5,33,34
7608,0.5,254.5,64,83
7608,48.5,222.5,42,38
7608,295.5,142.5,49,30
7608,697.5,38.5,23,26
7611,687.5,128.5,33,22
7612,12.5,154.5,41,33
7612,33.5,113.5,40,45
7612,376.5,153.5,42,24
7612,416.5,134.5,61,29
7612,448.5,117.5,117,141
7615,0.5,199.5,97,48
7617,561.5,141.5,77,31
7617,640.5,174.5,80,43
7620,359.5,103.5,92,110
7620,390.5,236.5,111,43
7622,604.5,164.5,38,34
7622,642.5,162.5,62,39
7622,670.5,257.5,50,41
7623,29.5,236.5,22,22
7623,52.5,252.5,38,26
7624,611.5,9.5,105,39
7625,356.5,240.5,57,38
7627,0.5,200.5,86,29
7627,111.5,158.5,41,23
7627,160.5,154.5,72,46
7627,191.5,284.5,98,47
7627,289.5,281.5,42,60
7627,346.5,258.5,54,35
7627,359.5,309.5,33,25
7627,553.5,321.5,43,21
7628,0.5,155.5,48,35
7628,0.5,196.5,63,72
7628,57.5,131.5,70,26
7628,199.5,69.5,51,40
7628,596.5,13.5,41,58
7629,390.5,220.5,46,35
7629,411.5,271.5,93,40
7629,491.5,243.5,28,22
7630,679.5,168.5,41,35
7631,42.5,360.5,34,22
7631,313.5,193.5,32,27
7631,402.5,159.5,25,28
7631,427.5,144.5,37,32
7631,619.5,52.5,59,50
7631,668.5,57.5,46,24
7632,21.5,352.5,25,21
7632,179.5,114.5,37,32
7633,313.5,154.5,83,30
7633,389.5,95.5,36,21
7633,604.5,167.5,48,44
7635,331.5,54.5,117,87
7635,441.5,67.5,202,151
7635,586.5,21.5,77,69
7635,660.5,58.5,60,97
7636,123.5,234.5,33,26
7639,657.5,117.5,27,26
7645,83.5,78.5,52,25
7646,153.5,163.5,62,26
7646,438.5,107.5,67,22
7648,552.5,220.5,81,37
7651,98.5,143.5,31,35
7651,525.5,362.5,32,31
7652,92.5,26.5,90,29
7652,269.5,32.5,103,36
7652,369.5,0.5,124,91
7653,0.5,205.5,129,237
7653,0.5,407.5,27,73
7653,28.5,443.5,99,37
7653,34.5,172.5,45,60
7653,647.5,25.5,42,26
7654,467.5,16.5,38,23
7654,588.5,25.5,31,26
7655,369.5,148.5,351,332
7658,0.5,150.5,93,137
7658,0.5,376.5,201,104
7658,212.5,201.5,91,37
7658,318.5,253.5,53,51
7660,249.5,297.5,78,23
7663,6.5,318.5,56,29
7663,153.5,168.5,145,103
7663,401.5,110.5,99,34
7663,544.5,152.5,54,23
7663,587.5,14.5,72,48
7664,165.5,58.5,66,43
7664,510.5,121.5,21,24
7664,518.5,150.5,56,25
7664,567.5,128.5,115,75
7667,0.5,253.5,28,54
7667,695.5,158.5,25,21
7669,0.5,160.5,46,28
7669,111.5,167.5,43,22
7669,592.5,360.5,122,112
7669,619.5,169.5,66,47
7669,696.5,390.5,24,88
7670,7.5,279.5,59,47
7670,29.5,264.5,27,23
7670,81.5,249.5,46,45
7670,453.5,13.5,72,30
7672,90.5,0.5,59,24
7672,172.5,4.5,37,39
7672,261.5,31.5,40,27
7672,346.5,55.5,40,34
7672,367.5,104.5,77,42
7672,571.5,140.5,36,38
7672,608.5,148.5,21,24
7672,615.5,189.5,58,40
7672,688.5,179.5,32,33
7673,0.5,114.5,41,36
7673,2.5,160.5,88,32
7673,142.5,111.5,69,49
7673,249.5,168.5,56,23
7673,406.5,156.5,62,37
7673,461.5,189.5,102,34
7673,552.5,252.5,168,128
7673,677.5,252.5,28,31
7676,0.5,255.5,29,30
7676,0.5,268.5,37,40
7676,51.5,165.5,31,30
7676,298.5,19.5,39,21
7676,684.5,0.5,36,114
7678,482.5,139.5,54,41
7679,103.5,53.5,41,21
7680,66.5,181.5,52,41
7680,196.5,170.5,49,26
7681,345.5,154.5,23,24
7684,335.5,165.5,68,61
7684,557.5,183.5,25,23
7687,106.5,345.5,84,32
7687,112.5,447.5,113,33
7687,157.5,345.5,151,71
7687,670.5,237.5,50,49
7688,614.5,127.5,71,34
7689,0.5,136.5,37,26
7689,19.5,181.5,25,22
7689,22.5,150.5,55,39
7689,78.5,136.5,96,71
7689,173.5,171.5,64,37
7689,292.5,50.5,141,113
7689,309.5,171.5,124,53
7689,427.5,102.5,29,22
7689,644.5,153.5,32,26
7689,664.5,159.5,56,63
7689,668.5,242.5,52,33
7690,0.5,180.5,21,26
7690,0.5,317.5,37,24
7690,46.5,215.5,42,22
7690,176.5,119.5,92,62
7692,468.5,127.5,32,26
7692,536.5,126.5,30,21
7692,555.5,129.5,96,27
7693,315.5,222.5,251,258
7693,456.5,27.5,97,102
7693,499.5,324.5,205,156
7693,541.5,133.5,44,24
7693,612.5,159.5,33,24
7694,56.5,423.5,238,51
7694,101.5,352.5,140,40
7694,291.5,346.5,127,21
7695,0.5,359.5,96,66
7697,81.5,273.5,38,25
7697,190.5,228.5,21,23
7697,281.5,236.5,72,28
7697,325.5,179.5,107,58
7698,430.5,323.5,93,29
7700,478.5,116.5,43,24
7702,88.5,139.5,93,93
7702,279.5,29.5,55,34
7702,567.5,90.5,153,158
7704,0.5,305.5,112,49
7704,34.5,251.5,89,61
7704,509.5,180.5,154,30
7705,524.5,178.5,88,43
7705,584.5,165.5,53,22
7706,43.5,198.5,178,152
7706,47.5,140.5,38,22
7706,55.5,172.5,81,37
7706,133.5,112.5,58,40
7706,208.5,188.5,106,109
7706,210.5,56.5,92,65
7706,316.5,128.5,49,21
7707,0.5,0.5,491,480
7707,650.5,296.5,24,26
7708,0.5,235.5,80,65
7708,81.5,235.5,41,52
7708,122.5,0.5,598,480
7712,48.5,124.5,126,120
7712,220.5,59.5,61,35
7712,299.5,51.5,136,48
7712,661.5,0.5,59,26
7714,162.5,179.5,36,31
7714,506.5,138.5,44,23
7714,589.5,133.5,52,25
7715,500.5,63.5,26,22
7716,276.5,110.5,156,80
7717,0.5,220.5,186,129
7717,48.5,61.5,55,75
7717,129.5,175.5,95,46
7717,322.5,158.5,29,28
7717,329.5,167.5,64,40
7717,446.5,245.5,54,31
7718,7.5,29.5,33,31
7718,150.5,55.5,99,22
7718,202.5,29.5,47,30
7718,250.5,78.5,74,23
7718,310.5,53.5,26,22
7718,332.5,60.5,55,38
7718,390.5,82.5,39,21
7718,441.5,89.5,22,22
7718,479.5,108.5,41,27
7718,690.5,346.5,30,22
7719,145.5,172.5,92,34
7721,23.5,301.5,46,25
7721,405.5,289.5,114,52
7721,599.5,127.5,121,283
7722,472.5,55.5,55,48
7723,543.5,349.5,41,39
7724,458.5,94.5,41,26
7725,0.5,328.5,61,109
7727,21.5,65.5,24,23
7729,0.5,63.5,33,38
7729,0.5,93.5,158,118
7730,52.5,217.5,41,26
7732,0.5,62.5,65,22
7732,0.5,316.5,233,164
7732,97.5,5.5,85,83
7732,179.5,28.5,70,56
7732,261.5,48.5,71,44
7732,335.5,88.5,41,29
7732,372.5,286.5,309,194
7732,453.5,160.5,56,25
7732,458.5,147.5,60,27
7732,544.5,189.5,60,37
7732,591.5,246.5,40,33
7733,439.5,108.5,53,25
7738,66.5,314.5,200,127
7738,440.5,343.5,38,29
7738,507.5,374.5,29,24
7738,676.5,427.5,44,53
7739,102.5,186.5,73,62
7739,179.5,214.5,23,21
7739,193.5,240.5,72,36
7739,409.5,317.5,33,37
7739,432.5,344.5,83,82
7739,525.5,415.5,45,26
7739,598.5,417.5,47,40
7739,635.5,413.5,33,27
7739,683.5,442.5,37,27
7740,495.5,62.5,59,33
7741,241.5,54.5,41,26
7741,464.5,101.5,92,29
7743,27.5,111.5,28,29
7744,0.5,442.5,49,21
7744,363.5,287.5,122,39
7746,20.5,224.5,83,29
7747,0.5,190.5,51,58
7747,0.5,304.5,50,70
7747,49.5,254.5,74,23
7747,122.5,199.5,31,23
7747,124.5,219.5,102,71
7747,230.5,229.5,71,40
7747,302.5,239.5,33,30
7747,326.5,199.5,48,40
7747,455.5,212.5,66,50
7747,455.5,325.5,194,76
7747,634.5,224.5,28,24
7747,672.5,239.5,48,85
7748,281.5,86.5,49,26
7748,660.5,96.5,22,22
7749,518.5,167.5,34,21
7749,606.5,144.5,34,27
7751,107.5,209.5,169,79
7751,132.5,85.5,98,119
7751,236.5,134.5,52,37
7751,309.5,162.5,120,130
7751,404.5,392.5,290,88
7751,489.5,279.5,61,34
7751,615.5,334.5,60,48
7753,488.5,1.5,26,28
7754,104.5,100.5,24,22
7754,317.5,222.5,131,48
7754,336.5,168.5,30,22
7754,443.5,222.5,40,21
7754,445.5,207.5,127,107
7754,607.5,297.5,42,27
7754,694.5,417.5,26,63
7756,125.5,331.5,50,49
7756,160.5,311.5,56,51
7756,283.5,203.5,71,39
7756,463.5,113.5,57,21
7756,485.5,122.5,80,30
7756,562.5,68.5,37,42
7756,635.5,58.5,25,25
7756,675.5,0.5,45,105
7758,97.5,109.5,25,22
7758,117.5,92.5,27,33
7758,167.5,61.5,70,88
7758,205.5,143.5,99,28
7758,335.5,82.5,43,21
7758,437.5,100.5,77,22
7758,606.5,134.5,87,27
7760,272.5,282.5,97,33
7760,589.5,276.5,131,78
7760,629.5,184.5,33,31
7761,345.5,27.5,37,21
7761,546.5,128.5,74,51
7761,562.5,67.5,47,54
7761,625.5,104.5,32,33
7761,640.5,136.5,61,60
7761,697.5,153.5,23,44
7764,232.5,228.5,23,22
7764,593.5,402.5,127,78
7765,0.5,87.5,123,348
7765,44.5,95.5,45,29
7765,91.5,109.5,32,22
7765,124.5,89.5,44,27
7765,505.5,258.5,187,46
7766,347.5,104.5,29,22
7766,369.5,78.5,72,59
7766,601.5,121.5,36,31
7766,695.5,152.5,25,21
7768,516.5,40.5,51,46
7769,0.5,0.5,123,92
7769,657.5,40.5,63,32
7771,20.5,301.5,152,119
7771,187.5,307.5,45,25
7771,316.5,223.5,115,95
7771,611.5,197.5,29,32
7771,681.5,180.5,34,32
7772,0.5,154.5,31,25
7772,178.5,185.5,78,73
7774,0.5,0.5,58,43
7774,77.5,39.5,38,25
7774,222.5,131.5,44,36
7776,0.5,319.5,62,72
7776,19.5,101.5,159,198
7776,174.5,116.5,140,101
7776,305.5,165.5,109,43
7776,440.5,226.5,277,254
7776,527.5,104.5,72,61
7776,648.5,115.5,66,38
7778,14.5,116.5,26,25
7778,40.5,100.5,39,29
7779,0.5,246.5,28,21
7780,535.5,289.5,133,70
7782,561.5,273.5,89,111
7783,353.5,34.5,27,30
7785,0.5,259.5,32,40
7785,306.5,229.5,48,26
7785,505.5,203.5,27,24
7785,594.5,188.5,28,26
7786,0.5,294.5,439,186
7786,438.5,236.5,148,98
7786,504.5,146.5,46,29
7787,51.5,223.5,28,25
7787,165.5,206.5,22,24
7787,187.5,203.5,23,21
7788,513.5,200.5,22,22
7788,570.5,224.5,32,27
7790,235.5,130.5,97,29
7790,286.5,102.5,33,21
7790,385.5,77.5,81,57
7790,465.5,74.5,71,50
7790,598.5,125.5,96,21
7790,607.5,101.5,34,24
7791,329.5,0.5,106,40
7791,436.5,3.5,54,31
7791,492.5,13.5,35,25
7791,543.5,10.5,55,36
7791,602.5,8.5,86,53
7795,0.5,59.5,93,30
7795,75.5,24.5,43,41
7795,694.5,162.5,26,24
7796,2.5,152.5,194,160
7796,324.5,112.5,45,35
7796,431.5,130.5,56,34
7796,528.5,142.5,85,62
7796,611.5,193.5,109,130
7797,410.5,149.5,105,28
7797,553.5,108.5,58,46
7797,592.5,443.5,128,37
7799,325.5,163.5,83,27
7799,460.5,152.5,27,21
7799,653.5,185.5,41,53
7800,242.5,123.5,38,35
7801,156.5,126.5,31,23
7801,604.5,0.5,76,23
7802,18.5,34.5,106,85
7803,42.5,112.5,82,84
7803,117.5,93.5,35,24
7803,145.5,69.5,43,29
7803,231.5,39.5,29,26
7803,256.5,29.5,40,33
7803,296.5,0.5,37,29
7804,447.5,168.5,35,26
7808,334.5,169.5,65,23
7809,182.5,214.5,30,23
7810,84.5,162.5,50,23
7810,157.5,113.5,38,36
7810,300.5,135.5,71,73
7810,339.5,146.5,270,97
7810,366.5,66.5,50,37
7810,575.5,66.5,111,68
7811,68.5,287.5,33,25
7812,138.5,48.5,35,25
7812,233.5,45.5,76,25
7814,142.5,84.5,36,37
7814,328.5,194.5,60,60
7814,384.5,211.5,31,36
7814,465.5,304.5,49,21
7814,530.5,367.5,62,47
7814,657.5,416.5,30,25
7817,646.5,306.5,40,37
7818,13.5,269.5,27,22
7818,66.5,231.5,34,27
7818,166.5,187.5,29,26
7818,195.5,191.5,51,24
7818,218.5,192.5,55,28
7818,300.5,166.5,125,52
7818,326.5,107.5,23,29
7818,345.5,107.5,44,50
7818,399.5,150.5,208,117
7818,696.5,0.5,24,30
7819,550.5,363.5,36,28
7821,0.5,143.5,325,229
7821,36.5,106.5,84,37
7821,131.5,40.5,45,40
7821,423.5,97.5,85,82
7821,505.5,215.5,149,84
7821,561.5,171.5,51,58
7821,651.5,271.5,69,67
7822,17.5,0.5,55,21
7822,103.5,15.5,93,26
7822,129.5,0.5,88,23
7822,348.5,211.5,64,55
7822,372.5,0.5,68,50
7822,374.5,46.5,70,39
7822,412.5,209.5,150,67
7822,454.5,24.5,65,51
7822,539.5,65.5,58,39
7822,597.5,124.5,89,44
7824,225.5,0.5,123,82
7825,651.5,180.5,69,52
7828,399.5,197.5,267,186
7828,401.5,27.5,23,22
7829,261.5,221.5,162,35
7829,262.5,157.5,43,25
7829,431.5,176.5,42,39
7829,470.5,209.5,80,27
7829,490.5,189.5,29,24
7829,600.5,213.5,28,34
7829,617.5,229.5,48,46
7829,661.5,276.5,59,23
7829,696.5,247.5,23,29
7830,574.5,211.5,57,32
7830,662.5,251.5,33,28
7832,32.5,209.5,26,24
7832,108.5,147.5,22,24
7832,230.5,30.5,81,98
7832,355.5,37.5,49,33
7832,515.5,1.5,31,23
7836,29.5,173.5,38,29
7836,88.5,184.5,72,21
7836,158.5,168.5,31,23
7836,369.5,148.5,181,123
7836,587.5,207.5,50,27
7836,643.5,216.5,31,26
7836,676.5,224.5,44,29
7837,585.5,26.5,28,25
7838,165.5,206.5,65,42
7838,489.5,22.5,41,36
7838,503.5,51.5,126,37
7838,618.5,108.5,102,23
7840,8.5,387.5,33,35
7840,134.5,174.5,70,90
7840,199.5,415.5,69,53
7840,232.5,128.5,32,29
7840,269.5,132.5,43,34
7840,318.5,67.5,77,68
7840,440.5,20.5,25,22
7840,491.5,0.5,39,23
7841,52.5,117.5,40,26
7841,283.5,55.5,40,33
7843,82.5,210.5,24,32
7843,330.5,279.5,27,23
7844,445.5,210.5,22,30
7845,30.5,311.5,116,81
7845,176.5,36.5,544,395
7845,258.5,330.5,462,150
7845,646.5,0.5,74,102
7849,121.5,217.5,212,77
7849,495.5,208.5,25,27
7849,560.5,301.5,104,66
7849,613.5,268.5,40,36
7849,671.5,316.5,41,22
7851,0.5,0.5,144,460
7852,0.5,83.5,51,25
7852,0.5,210.5,64,99
7852,59.5,71.5,30,22
7852,274.5,187.5,141,37
7852,542.5,97.5,29,24
7853,239.5,141.5,115,62
7853,334.5,141.5,42,30
7853,380.5,157.5,47,26
7854,672.5,169.5,29,27
7856,19.5,197.5,43,38
7856,211.5,129.5,40,24
7856,366.5,57.5,38,24
7856,464.5,20.5,150,103
7857,521.5,173.5,27,28
7858,258.5,140.5,32,22
7858,275.5,154.5,102,68
7858,508.5,127.5,73,57
7858,601.5,204.5,102,31
7858,689.5,116.5,31,21
7859,17.5,289.5,27,21
7859,93.5,259.5,65,36
7859,125.5,289.5,66,39
7859,192.5,266.5,103,55
7859,265.5,195.5,63,56
7859,352.5,178.5,72,40
7859,424.5,179.5,25,22
7859,455.5,155.5,55,40
7859,528.5,158.5,41,25
7859,575.5,154.5,54,21
7860,181.5,177.5,38,29
7860,183.5,235.5,61,30
7860,414.5,91.5,70,64
7862,160.5,183.5,157,49
7863,590.5,18.5,25,33
7864,102.5,205.5,152,27
7864,363.5,231.5,76,27
7864,574.5,230.5,80,26
7865,335.5,115.5,39,42
7865,467.5,249.5,62,31
7865,593.5,389.5,127,91
7866,440.5,222.5,103,32
7867,154.5,116.5,104,91
7867,283.5,220.5,134,27
7868,0.5,240.5,92,155
